time,motor_top
28.34375,1084.593218
139.4375,1097.10108
153.8515625,1092.127946
167.7421875,1107.285594
184.1640625,1100.45746
199.84375,1113.994246
216.4765625,1133.462028
232.1015625,1085.832754
246.28125,1081.158043
263.625,1096.440133
280.8046875,1104.114879
297.359375,1114.249534
315.6328125,1114.096562
333.09375,1098.898396
354.9375,1119.732366
371.96875,1104.058798
389.4921875,1122.707535
408.5078125,1088.944708
426.609375,1110.060101
527.7890625,1070.275982
543.921875,1087.660527
562.8671875,1069.638275
581.6796875,1106.287838
598.3359375,1097.345346
615.546875,1093.713611
633.2421875,1106.68777
650.890625,1094.929935
669.21875,1098.898517
689.265625,1086.917624
708.09375,1095.060704
