time,az
12.940233,1.21
29.118991,1.17
47.921942,1.09
67.059571,1.12
83.503958,1.09
100.720278,1.12
118.398684,1.12
136.164013,1.18
154.359094,1.09
174.340449,1.11
193.421782,1.2
