time,az
9.561142,1.19
35.526705,1.28
56.380442,1.32
72.501619,1.31
89.762835,1.45
103.420482,1.45
117.680385,1.55
131.203265,1.4
147.582106,1.41
162.820759,1.34
175.90376,1.43
