time,az
8.459442,1.1
22.902679,1.16
36.49855,1.19
52.980431,1.13
68.83916,1.16
85.379617,1.35
101.083295,1.13
115.361997,1.17
132.581312,1.22
149.802924,1.15
166.178485,1.13
184.6238,1.18
202.080279,1.26
223.979507,1.11
240.860264,1.12
258.339085,1.17
277.499926,1.19
295.539026,1.23
