time,motor_top
17.6484375,1096.171776
34.34375,1165.560833
140.890625,1120.680667
158.4609375,1145.102539
175.96875,1127.090977
193.4765625,1139.795804
210.234375,1151.043679
230.2421875,1141.489048
249.6953125,1169.01899
266.9296875,1154.733548
288.109375,1158.298859
307.5859375,1145.096716
327.5234375,1132.123833
345.484375,1140.551771
364.1640625,1128.375929
381.59375,1107.675994
399.6484375,1147.785206
417.1015625,1146.469403
434.7421875,1160.246556
454.6875,1125.252102
471.0859375,1122.850639
489.9765625,1140.102551
507.7734375,1143.692155
525.8046875,1139.016384
544.7890625,1138.987081
563.1953125,1132.206647
582.6640625,1129.670565
599.734375,1130.467194
617.921875,1144.121312
635.6640625,1164.478401
