time,az
16.380096,1.09
36.544794,1.18
57.799918,1.19
74.102801,1.06
114.40063,1.12
131.30054,1.16
157.280325,1.26
182.399872,1.19
208.460233,1.21
226.662836,1.1
244.600849,1.26
266.381375,1.12
284.744651,1.22
300.425912,1.21
318.180627,1.16
334.219863,1.33
