time,az
3.921637,1.2
19.823689,0.93
37.942956,1.35
58.280122,1.24
80.962913,1.3
97.823591,1.17
116.521661,1.03
137.602758,1.32
156.420327,1.34
174.461936,1.24
195.020993,1.13
211.820955,1.32
232.560457,1.08
253.04232,1.12
270.76198,1.15
289.720255,1.16
307.143714,1.12
326.36148,1.25
345.440865,1.06
365.619776,1.09
386.806204,1.22
