time,motor_top
20.9921875,986.389893
34.765625,959.262455
54.78125,1011.706249
74.984375,946.496024
97.7265625,964.074412
114.625,955.087227
133.234375,965.025473
154.4140625,1004.785148
173.1796875,971.194111
191.359375,983.942141
211.7421875,980.230862
228.578125,972.687067
249.4296875,955.935638
269.8125,994.688677
287.5,984.698751
306.5390625,969.899804
324.015625,966.159846
343.1171875,987.381004
362.2734375,986.005906
382.2890625,964.65169
403.5546875,972.689841
510.890625,950.429867
625.65625,980.719901
642.6640625,981.543726
660.421875,937.824304
676.6875,909.6517
693.0234375,947.795191
712.09375,978.759237
731.859375,974.574819
751.484375,980.868609
