time,az
13.521736,1.17
32.101883,1.06
48.599589,1.16
64.020436,1.23
85.698546,1.22
105.119872,1.17
126.840351,1.24
145.821433,1.19
166.862049,1.12
187.179588,1.31
206.978446,1.09
225.082286,1.24
