time,az
8.881392,1.15
36.42153,1.22
59.12525,1.14
82.318398,1.14
103.403208,1.13
122.94328,1.17
149.618452,1.2
170.663178,1.14
191.98176,1.06
215.981662,1.33
240.862671,1.22
264.018935,1.08
