Trial,Startframe,Eindframe,Starttijd (s),Eindtijd (s),Target,Duur (s)
1,5206,5603.0,40.671875,43.7734375,Tar2,3.1015625
2,7199,8796.0,56.2421875,68.71875,Tar3,12.4765625
3,10513,11496.0,82.1328125,89.8125,Tar1,7.6796875
4,12832,14188.0,100.25,110.84375,Tar3,10.59375
5,27014,28713.0,211.046875,224.3203125,Tar1,13.2734375
6,30471,31819.0,238.0546875,248.5859375,Tar2,10.53125
7,33385,34850.0,260.8203125,272.265625,Tar1,11.4453125
8,36333,37479.0,283.8515625,292.8046875,Tar2,8.953125
9,39045,40084.0,305.0390625,313.15625,Tar3,8.1171875
10,41559,42793.0,324.6796875,334.3203125,Tar1,9.640625
11,44938,45987.0,351.078125,359.2734375,Tar3,8.1953125
12,47673,48691.0,372.4453125,380.3984375,Tar2,7.953125
13,50367,51478.0,393.4921875,402.171875,Tar1,8.6796875
14,53495,54801.0,417.9296875,428.1328125,Tar2,10.203125
15,56614,58020.0,442.296875,453.28125,Tar3,10.984375
16,59580,60567.0,465.46875,473.1796875,Tar3,7.7109375
17,75339,76338.0,588.5859375,596.390625,Tar2,7.8046875
18,77673,78510.0,606.8203125,613.359375,Tar1,6.5390625
19,79820,80693.0,623.59375,630.4140625,Tar3,6.8203125
20,81783,82811.0,638.9296875,646.9609375,Tar1,8.03125
21,84517,85644.0,660.2890625,669.09375,Tar2,8.8046875
22,87037,88200.0,679.9765625,689.0625,Tar2,9.0859375
23,89799,90709.0,701.5546875,708.6640625,Tar1,7.109375
24,92231,93184.0,720.5546875,728.0,Tar3,7.4453125
25,94927,95991.0,741.6171875,749.9296875,Tar2,8.3125
26,97473,98513.0,761.5078125,769.6328125,Tar1,8.125
27,100073,100830.0,781.8203125,787.734375,Tar3,5.9140625
28,102345,103338.0,799.5703125,807.328125,Tar3,7.7578125
29,113994,114963.0,890.578125,898.1484375,Tar1,7.5703125
30,126213,127256.0,986.0390625,994.1875,Tar2,8.1484375
