time,az
7.282751,1.12
26.222504,1.08
45.245147,1.06
63.0835,1.13
84.084137,1.16
103.383985,0.99
122.719856,1.18
146.020343,1.15
162.565007,1.2
182.762609,1.09
204.860544,1.11
224.521982,1.16
242.479578,1.15
261.241141,1.15
279.981388,1.21
