time,az
10.360942,1.24
30.401362,1.2
50.520862,1.24
69.645565,1.19
86.980065,1.25
106.801554,1.17
126.681718,1.21
145.040477,1.21
164.522642,1.13
205.980673,1.21
226.379816,1.14
