time,motor_top
6.1953125,992.546846
85.8828125,1014.511382
100.3671875,998.123953
114.1328125,1017.169057
132.6640625,1034.170007
145.796875,1027.160183
160.015625,1004.812133
180.046875,994.549281
194.359375,1012.585528
212.015625,1024.806465
226.3359375,1016.537717
241.1171875,1032.74495
254.859375,1020.550588
270.78125,1025.441261
287.265625,1025.769273
303.0703125,1020.457814
317.84375,1002.790347
334.703125,1033.568049
352.109375,983.983444
365.609375,1018.36372
381.9140625,1001.630431
396.7734375,998.481324
412.453125,1030.250696
428.984375,998.94238
444.8671875,1028.602762
461.453125,1023.290384
478.5234375,998.896689
495.4375,1003.76411
513.75,996.874377
530.078125,1019.173502
