time,az
5.018496,1.14
19.745177,1.19
33.36137,1.21
51.760606,1.1
65.039479,1.17
79.398528,1.15
99.403844,1.17
113.681884,1.23
131.320363,1.26
145.503969,1.15
160.499502,1.31
174.124392,1.23
190.082517,1.24
206.618753,1.24
222.379712,1.15
237.099988,1.19
254.045137,1.24
271.479317,1.13
284.904797,1.17
301.200345,1.19
316.020484,1.22
331.64017,1.18
348.25925,1.16
364.11853,1.17
380.601876,1.11
397.859634,1.14
414.724376,1.19
433.0389,1.17
449.284649,1.2
