time,az
22.701448,1.17
39.340033,1.19
51.779062,1.44
62.701344,1.1
73.44021,1.25
87.298484,1.13
101.761736,1.19
112.943038,1.27
125.722021,1.16
135.978866,1.16
147.039841,1.2
157.900363,1.26
168.07974,1.2
179.538702,1.26
192.579176,1.33
204.559896,1.19
215.960066,1.1
226.183286,1.16
238.901793,1.15
250.619913,1.15
263.199888,1.21
276.24178,1.22
