time,motor_top
22.6953125,1008.55758
44.03125,1030.730982
144.7109375,1022.100806
161.3515625,1040.258099
179.84375,1028.132449
196.3046875,1041.474956
216.4921875,1033.666884
301.2265625,1017.716955
322.5390625,1008.680151
405.8203125,1009.721934
428.3125,1023.731882
449.453125,1022.141258
467.3984375,1024.98572
486.265625,1034.49409
509.734375,1024.427507
531.3828125,1025.015348
552.375,1023.655948
576.625,1030.082372
596.4765625,1031.457856
620.78125,1022.659666
641.71875,1026.600696
665.8125,1035.312005
687.6484375,1032.444226
709.9453125,1017.004102
729.8125,1025.562285
751.65625,1011.185192
771.8046875,1022.036574
790.7734375,992.5495
810.28125,1030.669035
832.9296875,1023.652568
