time,az
8.520304,1.12
31.040255,1.17
52.239543,1.08
70.339775,1.09
89.019501,1.09
112.481982,1.15
134.220824,1.04
155.278819,1.07
179.539685,1.11
199.242727,1.08
223.398918,1.07
244.621169,1.11
268.620316,1.18
290.479765,1.09
312.839754,1.17
332.560347,1.07
354.480223,1.14
374.578696,1.08
393.419891,1.1
413.159295,1.14
435.78039,1.13
