time,az
10.542224,1.12
28.519794,1.15
48.76186,1.11
68.8002,1.13
95.743797,1.18
117.724449,1.11
139.120198,1.1
157.881391,1.12
179.005171,1.11
200.303657,1.16
219.300625,1.13
240.021541,1.16
