time,az
5.281471,1.23
26.020845,1.17
44.404138,1.69
65.722484,1.19
81.58289,1.4
102.423369,1.32
118.52333,1.42
139.281094,1.18
170.74289,1.32
187.965336,1.24
205.080515,1.32
224.544349,1.87
246.923354,1.23
262.021505,1.29
275.204577,1.1
288.681174,1.21
