time,az
19.104174,1.17
43.702147,1.17
60.922795,1.02
80.838964,1.12
99.299588,1.01
115.578418,1.17
131.219212,1.09
154.779136,1.32
174.538821,1.12
193.85859,1.08
211.983566,0.98
231.080415,1.12
247.219873,1.12
263.399761,1.04
281.398599,1.23
298.099113,1.07
316.621056,1.13
334.720756,1.03
353.580459,1.2
370.500316,1.33
387.879072,1.14
408.880936,1.09
428.039248,1.04
457.963104,0.96
474.220421,1.19
490.858905,1.11
507.759403,1.0
524.083766,1.18
541.080111,1.13
559.784395,1.06
