time,az
10.444435,1.18
28.400386,1.16
47.702768,1.24
65.859393,1.05
82.538718,1.18
95.059959,1.12
108.038507,1.05
124.965157,1.26
141.838898,1.13
160.040107,1.21
175.243557,1.12
193.019909,1.21
207.919237,1.27
223.639686,1.22
240.919255,1.37
253.44196,1.38
