time,az
11.580254,1.16
32.119382,1.17
49.978907,1.19
71.182281,1.17
91.319136,1.21
110.281281,1.17
134.783903,1.16
155.580246,1.24
176.780895,1.2
196.862251,1.26
217.264575,1.13
239.518648,1.18
