time,az
13.739381,1.15
43.561622,1.14
64.679533,1.06
85.362189,1.13
106.260036,1.15
127.441225,1.21
157.418603,1.23
178.318723,1.18
199.520391,1.17
220.703004,1.16
244.341963,1.18
268.139453,1.29
299.943005,1.23
325.240274,1.22
