time,motor_top
37.46875,1004.688123
71.4453125,987.900499
100.140625,990.892705
181.921875,994.649866
392.5234375,967.006792
422.390625,970.623936
443.53125,981.994831
464.421875,987.316844
485.2109375,999.863948
506.2578125,1006.818325
536.1484375,987.557107
557.1953125,1011.613697
578.1015625,973.068633
599.5,1000.555181
623.265625,969.805095
646.8203125,978.653603
678.734375,999.003053
703.890625,991.81338
788.859375,980.939986
809.4140625,994.374962
827.2578125,987.057092
848.390625,993.127329
868.4609375,984.023683
887.484375,988.657839
911.9453125,978.376809
932.75,987.129023
954.0078125,986.705962
974.0078125,987.330253
994.5703125,987.964617
1016.828125,1003.378291
