time,az
13.360038,1.12
34.044056,1.1
55.318543,1.19
76.279722,1.25
97.339264,1.22
119.519387,1.23
141.264895,1.21
161.121829,1.21
182.459238,1.3
204.300515,1.17
229.323576,1.39
252.318723,1.15
275.485417,1.25
297.862348,1.24
319.282885,1.18
340.679674,1.13
361.784866,1.18
387.68554,1.16
412.378815,1.15
433.342013,1.29
458.079832,1.19
481.079048,1.25
500.939622,1.26
518.419832,1.43
539.600289,1.18
564.680768,1.29
586.018883,1.22
603.159478,1.23
