time,motor_top
34.921875,1026.166927
49.15625,1029.64712
67.5703125,1027.8245
88.21875,1027.758716
107.453125,1038.009825
124.03125,1025.178419
142.453125,1019.488542
160.9375,1021.602159
256.828125,1031.303302
271.359375,1042.28626
290.5859375,1031.958877
307.5625,1040.279343
400.53125,1024.63648
414.2421875,1013.211652
504.1796875,1033.703489
517.8046875,1037.802154
535.0546875,1048.199661
552.7890625,1059.673389
570.0,1044.50487
587.9921875,1035.900991
608.9375,1026.386858
628.828125,1050.022299
647.46875,1040.162726
755.5859375,1025.481357
770.328125,1025.704325
786.390625,1027.738313
804.359375,1028.950262
820.828125,1036.841114
836.5234375,1023.820102
851.8125,1035.835712
